"Codi";"Sigles";"Vots";"percent"
"25152";"Sí - No";"5";"6,67"
"25152";"Sí - En blanc";"1";"1,33"
"25152";"No";"0";",00"
"25152";"En blanc";"0";",00"
"25152";"Altres";"1";"1,33"
"25911";"Sí - Sí";"278";"93,29"
"25911";"Sí - No";"12";"4,03"
"25911";"Sí - En blanc";"2";",67"
"25911";"No";"2";",67"
"25911";"En blanc";"1";",34"
"25911";"Altres";"3";"1,01"
"25905";"Sí - Sí";"203";"82,52"
"25905";"Sí - No";"12";"4,88"
"25905";"Sí - En blanc";"8";"3,25"
"25905";"No";"9";"3,66"
"25905";"En blanc";"3";"1,22"
"25905";"Altres";"11";"4,47"
"25191";"Sí - Sí";"213";"91,42"
"25191";"Sí - No";"9";"3,86"
"25191";"Sí - En blanc";"2";",86"
"25191";"No";"3";"1,29"
"25191";"En blanc";"1";",43"
"25191";"Altres";"5";"2,15"
"25192";"Sí - Sí";"446";"87,11"
"25192";"Sí - No";"29";"5,66"
"25192";"Sí - En blanc";"7";"1,37"
"25192";"No";"14";"2,73"
"25192";"En blanc";"4";",78"
"25192";"Altres";"12";"2,34"
"25197";"Sí - Sí";"100";"98,04"
"25197";"Sí - No";"1";",98"
"25197";"Sí - En blanc";"1";",98"
"25197";"No";"0";",00"
"25197";"En blanc";"0";",00"
"25197";"Altres";"0";",00"
"25194";"Sí - Sí";"250";"88,65"
"25194";"Sí - No";"6";"2,13"
"25194";"Sí - En blanc";"8";"2,84"
"25194";"No";"5";"1,77"
"25194";"En blanc";"8";"2,84"
"25194";"Altres";"5";"1,77"
"25216";"Sí - Sí";"126";"86,30"
"25216";"Sí - No";"15";"10,27"
"25216";"Sí - En blanc";"0";",00"
"25216";"No";"1";",68"
"25216";"En blanc";"1";",68"
"25216";"Altres";"3";"2,05"
"25219";"Sí - Sí";"96";"95,05"
"25219";"Sí - No";"5";"4,95"
"25219";"Sí - En blanc";"0";",00"
"25219";"No";"0";",00"
"25219";"En blanc";"0";",00"
"25219";"Altres";"0";",00"
"25223";"Sí - Sí";"605";"90,16"
"25223";"Sí - No";"27";"4,02"
"25223";"Sí - En blanc";"11";"1,64"
"25223";"No";"6";",89"
"25223";"En blanc";"2";",30"
"25223";"Altres";"20";"2,98"
"25907";"Sí - Sí";"274";"89,54"
"25907";"Sí - No";"11";"3,59"
"25907";"Sí - En blanc";"7";"2,29"
"25907";"No";"0";",00"
"25907";"En blanc";"4";"1,31"
"25907";"Altres";"10";"3,27"
"25038";"Sí - Sí";"834";"86,25"
"25038";"Sí - No";"33";"3,41"
"25038";"Sí - En blanc";"7";",72"
"25038";"No";"21";"2,17"
"25038";"En blanc";"18";"1,86"
"25038";"Altres";"54";"5,58"
"25004";"Sí - Sí";"370";"90,24"
"25004";"Sí - No";"12";"2,93"
"25004";"Sí - En blanc";"2";",49"
"25004";"No";"11";"2,68"
"25004";"En blanc";"3";",73"
"25004";"Altres";"12";"2,93"
"25007";"Sí - Sí";"612";"82,37"
"25007";"Sí - No";"63";"8,48"
"25007";"Sí - En blanc";"4";",54"
"25007";"No";"28";"3,77"
"25007";"En blanc";"5";",67"
"25007";"Altres";"31";"4,17"
"25010";"Sí - Sí";"130";"88,44"
"25010";"Sí - No";"11";"7,48"
"25010";"Sí - En blanc";"4";"2,72"
"25010";"No";"2";"1,36"
"25010";"En blanc";"0";",00"
"25010";"Altres";"0";",00"
"25011";"Sí - Sí";"2423";"84,37"
"25011";"Sí - No";"188";"6,55"
"25011";"Sí - En blanc";"31";"1,08"
"25011";"No";"143";"4,98"
"25011";"En blanc";"23";",80"
"25011";"Altres";"64";"2,23"
"25012";"Sí - Sí";"965";"87,02"
"25012";"Sí - No";"73";"6,58"
"25012";"Sí - En blanc";"9";",81"
"25012";"No";"29";"2,61"
"25012";"En blanc";"6";",54"
"25012";"Altres";"27";"2,43"
"25013";"Sí - Sí";"818";"79,26"
"25013";"Sí - No";"82";"7,95"
"25013";"Sí - En blanc";"28";"2,71"
"25013";"No";"47";"4,55"
"25013";"En blanc";"10";",97"
"25013";"Altres";"47";"4,55"
"25014";"Sí - Sí";"191";"95,50"
"25014";"Sí - No";"4";"2,00"
"25014";"Sí - En blanc";"0";",00"
"25014";"No";"3";"1,50"
"25014";"En blanc";"0";",00"
"25014";"Altres";"2";"1,00"
"25016";"Sí - Sí";"1225";"91,76"
"25016";"Sí - No";"50";"3,75"
"25016";"Sí - En blanc";"4";",30"
"25016";"No";"39";"2,92"
"25016";"En blanc";"10";",75"
"25016";"Altres";"7";",52"
"25019";"Sí - Sí";"1664";"79,73"
"25019";"Sí - No";"212";"10,16"
"25019";"Sí - En blanc";"23";"1,10"
"25019";"No";"106";"5,08"
"25019";"En blanc";"7";",34"
"25019";"Altres";"75";"3,59"
"25020";"Sí - Sí";"186";"93,00"
"25020";"Sí - No";"4";"2,00"
"25020";"Sí - En blanc";"1";",50"
"25020";"No";"0";",00"
"25020";"En blanc";"2";"1,00"
"25020";"Altres";"7";"3,50"
"25021";"Sí - Sí";"1371";"88,74"
"25021";"Sí - No";"75";"4,85"
"25021";"Sí - En blanc";"25";"1,62"
"25021";"No";"26";"1,68"
"25021";"En blanc";"12";",78"
"25021";"Altres";"36";"2,33"
"25023";"Sí - Sí";"2031";"84,06"
"25023";"Sí - No";"214";"8,86"
"25023";"Sí - En blanc";"27";"1,12"
"25023";"No";"106";"4,39"
"25023";"En blanc";"15";",62"
"25023";"Altres";"23";",95"
"25033";"Sí - Sí";"714";"91,89"
"25033";"Sí - No";"24";"3,09"
"25033";"Sí - En blanc";"6";",77"
"25033";"No";"16";"2,06"
"25033";"En blanc";"2";",26"
"25033";"Altres";"15";"1,93"
"25036";"Sí - Sí";"65";"71,43"
"25036";"Sí - No";"11";"12,09"
"25036";"Sí - En blanc";"4";"4,40"
"25036";"No";"5";"5,49"
"25036";"En blanc";"1";"1,10"
"25036";"Altres";"5";"5,49"
"25053";"Sí - Sí";"594";"90,55"
"25053";"Sí - No";"32";"4,88"
"25053";"Sí - En blanc";"4";",61"
"25053";"No";"19";"2,90"
"25053";"En blanc";"0";",00"
"25053";"Altres";"7";"1,07"
"25078";"Sí - Sí";"586";"87,07"
"25078";"Sí - No";"43";"6,39"
"25078";"Sí - En blanc";"11";"1,63"
"25078";"No";"15";"2,23"
"25078";"En blanc";"6";",89"
"25078";"Altres";"12";"1,78"
"25912";"Sí - Sí";"244";"65,95"
"25912";"Sí - No";"46";"12,43"
"25912";"Sí - En blanc";"13";"3,51"
"25912";"No";"30";"8,11"
"25912";"En blanc";"1";",27"
"25912";"Altres";"36";"9,73"
"25102";"Sí - Sí";"346";"79,54"
"25102";"Sí - No";"28";"6,44"
"25102";"Sí - En blanc";"5";"1,15"
"25102";"No";"48";"11,03"
"25102";"En blanc";"3";",69"
"25102";"Altres";"5";"1,15"
"25125";"Sí - Sí";"283";"91,00"
"25125";"Sí - No";"12";"3,86"
"25125";"Sí - En blanc";"3";",96"
"25125";"No";"5";"1,61"
"25125";"En blanc";"3";",96"
"25125";"Altres";"5";"1,61"
"25120";"Sí - Sí";"30977";"80,63"
"25120";"Sí - No";"3749";"9,76"
"25120";"Sí - En blanc";"415";"1,08"
"25120";"No";"1878";"4,89"
"25120";"En blanc";"235";",61"
"25120";"Altres";"1163";"3,03"
"25133";"Sí - Sí";"463";"90,25"
"25133";"Sí - No";"14";"2,73"
"25133";"Sí - En blanc";"4";",78"
"25133";"No";"6";"1,17"
"25133";"En blanc";"6";"1,17"
"25133";"Altres";"20";"3,90"
"25131";"Sí - Sí";"219";"84,23"
"25131";"Sí - No";"12";"4,62"
"25131";"Sí - En blanc";"7";"2,69"
"25131";"No";"3";"1,15"
"25131";"En blanc";"6";"2,31"
"25131";"Altres";"13";"5,00"
"25142";"Sí - Sí";"227";"90,80"
"25142";"Sí - No";"9";"3,60"
"25142";"Sí - En blanc";"6";"2,40"
"25142";"No";"5";"2,00"
"25142";"En blanc";"1";",40"
"25142";"Altres";"2";",80"
"25174";"Sí - Sí";"306";"87,43"
"25174";"Sí - No";"17";"4,86"
"25174";"Sí - En blanc";"4";"1,14"
"25174";"No";"7";"2,00"
"25174";"En blanc";"2";",57"
"25174";"Altres";"14";"4,00"
"25182";"Sí - Sí";"499";"83,31"
"25182";"Sí - No";"37";"6,18"
"25182";"Sí - En blanc";"6";"1,00"
"25182";"No";"36";"6,01"
"25182";"En blanc";"12";"2,00"
"25182";"Altres";"9";"1,50"
"25189";"Sí - Sí";"921";"80,23"
"25189";"Sí - No";"102";"8,89"
"25189";"Sí - En blanc";"14";"1,22"
"25189";"No";"53";"4,62"
"25189";"En blanc";"12";"1,05"
"25189";"Altres";"46";"4,01"
"25200";"Sí - Sí";"214";"88,07"
"25200";"Sí - No";"5";"2,06"
"25200";"Sí - En blanc";"3";"1,23"
"25200";"No";"2";",82"
"25200";"En blanc";"1";",41"
"25200";"Altres";"18";"7,41"
"25204";"Sí - Sí";"741";"82,79"
"25204";"Sí - No";"62";"6,93"
"25204";"Sí - En blanc";"11";"1,23"
"25204";"No";"25";"2,79"
"25204";"En blanc";"18";"2,01"
"25204";"Altres";"38";"4,25"
"25210";"Sí - Sí";"674";"89,27"
"25210";"Sí - No";"45";"5,96"
"25210";"Sí - En blanc";"5";",66"
"25210";"No";"13";"1,72"
"25210";"En blanc";"2";",26"
"25210";"Altres";"16";"2,12"
"25211";"Sí - Sí";"372";"86,92"
"25211";"Sí - No";"21";"4,91"
"25211";"Sí - En blanc";"11";"2,57"
"25211";"No";"13";"3,04"
"25211";"En blanc";"2";",47"
"25211";"Altres";"9";"2,10"
"25212";"Sí - Sí";"154";"90,59"
"25212";"Sí - No";"5";"2,94"
"25212";"Sí - En blanc";"1";",59"
"25212";"No";"2";"1,18"
"25212";"En blanc";"3";"1,76"
"25212";"Altres";"5";"2,94"
"25226";"Sí - Sí";"156";"90,17"
"25226";"Sí - No";"4";"2,31"
"25226";"Sí - En blanc";"0";",00"
"25226";"No";"2";"1,16"
"25226";"En blanc";"4";"2,31"
"25226";"Altres";"7";"4,05"
"25228";"Sí - Sí";"1357";"83,97"
"25228";"Sí - No";"133";"8,23"
"25228";"Sí - En blanc";"13";",80"
"25228";"No";"47";"2,91"
"25228";"En blanc";"21";"1,30"
"25228";"Altres";"45";"2,78"
"25232";"Sí - Sí";"716";"83,84"
"25232";"Sí - No";"67";"7,85"
"25232";"Sí - En blanc";"14";"1,64"
"25232";"No";"26";"3,04"
"25232";"En blanc";"8";",94"
"25232";"Altres";"23";"2,69"
"25233";"Sí - Sí";"129";"78,66"
"25233";"Sí - No";"17";"10,37"
"25233";"Sí - En blanc";"3";"1,83"
"25233";"No";"9";"5,49"
"25233";"En blanc";"2";"1,22"
"25233";"Altres";"4";"2,44"
"25254";"Sí - Sí";"373";"87,97"
"25254";"Sí - No";"17";"4,01"
"25254";"Sí - En blanc";"8";"1,89"
"25254";"No";"6";"1,42"
"25254";"En blanc";"5";"1,18"
"25254";"Altres";"15";"3,54"
"25251";"Sí - Sí";"388";"90,87"
"25251";"Sí - No";"12";"2,81"
"25251";"Sí - En blanc";"6";"1,41"
"25251";"No";"11";"2,58"
"25251";"En blanc";"1";",23"
"25251";"Altres";"9";"2,11"
"17007";"Sí - Sí";"1175";"93,48"
"17007";"Sí - No";"31";"2,47"
"17007";"Sí - En blanc";"17";"1,35"
"17007";"No";"19";"1,51"
"17007";"En blanc";"3";",24"
"17007";"Altres";"12";",95"
"17008";"Sí - Sí";"2332";"92,72"
"17008";"Sí - No";"83";"3,30"
"17008";"Sí - En blanc";"23";",91"
"17008";"No";"28";"1,11"
"17008";"En blanc";"13";",52"
"17008";"Altres";"36";"1,43"
"17009";"Sí - Sí";"2738";"92,56"
"17009";"Sí - No";"81";"2,74"
"17009";"Sí - En blanc";"30";"1,01"
"17009";"No";"19";",64"
"17009";"En blanc";"14";",47"
"17009";"Altres";"76";"2,57"
"17023";"Sí - Sí";"7561";"78,17"
"17023";"Sí - No";"1086";"11,23"
"17023";"Sí - En blanc";"98";"1,01"
"17023";"No";"503";"5,20"
"17023";"En blanc";"42";",43"
"17023";"Altres";"383";"3,96"
"17027";"Sí - Sí";"1775";"89,78"
"17027";"Sí - No";"72";"3,64"
"17027";"Sí - En blanc";"19";",96"
"17027";"No";"46";"2,33"
"17027";"En blanc";"7";",35"
"17027";"Altres";"58";"2,93"
"17028";"Sí - Sí";"175";"93,09"
"17028";"Sí - No";"7";"3,72"
"17028";"Sí - En blanc";"1";",53"
"17028";"No";"0";",00"
"17028";"En blanc";"3";"1,60"
"17028";"Altres";"2";"1,06"
"17033";"Sí - Sí";"2109";"86,36"
"17033";"Sí - No";"130";"5,32"
"17033";"Sí - En blanc";"24";",98"
"17033";"No";"95";"3,89"
"17033";"En blanc";"13";",53"
"17033";"Altres";"71";"2,91"
"17189";"Sí - Sí";"1185";"94,57"
"17189";"Sí - No";"24";"1,92"
"17189";"Sí - En blanc";"9";",72"
"17189";"No";"15";"1,20"
"17189";"En blanc";"5";",40"
"17189";"Altres";"15";"1,20"
"08082";"Sí - Sí";"303";"80,80"
"08082";"Sí - No";"24";"6,40"
"08082";"Sí - En blanc";"3";",80"
"08082";"No";"24";"6,40"
"08082";"En blanc";"3";",80"
"08082";"Altres";"18";"4,80"
"17083";"Sí - Sí";"1297";"84,39"
"17083";"Sí - No";"102";"6,64"
"17083";"Sí - En blanc";"11";",72"
"17083";"No";"54";"3,51"
"17083";"En blanc";"1";",07"
"17083";"Altres";"72";"4,68"
"17095";"Sí - Sí";"5015";"77,66"
"17095";"Sí - No";"608";"9,41"
"17095";"Sí - En blanc";"74";"1,15"
"17095";"No";"419";"6,49"
"17095";"En blanc";"45";",70"
"17095";"Altres";"297";"4,60"
"17103";"Sí - Sí";"1626";"81,79"
"17103";"Sí - No";"120";"6,04"
"17103";"Sí - En blanc";"25";"1,26"
"17103";"No";"105";"5,28"
"17103";"En blanc";"13";",65"
"17103";"Altres";"99";"4,98"
"17101";"Sí - Sí";"220";"84,62"
"17101";"Sí - No";"16";"6,15"
"17101";"Sí - En blanc";"6";"2,31"
"17101";"No";"6";"2,31"
"17101";"En blanc";"2";",77"
"17101";"Altres";"10";"3,85"
"17116";"Sí - Sí";"247";"90,48"
"17116";"Sí - No";"9";"3,30"
"17116";"Sí - En blanc";"1";",37"
"17116";"No";"4";"1,47"
"17116";"En blanc";"3";"1,10"
"17116";"Altres";"9";"3,30"
"17146";"Sí - Sí";"1221";"84,27"
"17146";"Sí - No";"91";"6,28"
"17146";"Sí - En blanc";"14";",97"
"17146";"No";"73";"5,04"
"17146";"En blanc";"6";",41"
"17146";"Altres";"44";"3,04"
"17148";"Sí - Sí";"662";"87,57"
"17148";"Sí - No";"33";"4,37"
"17148";"Sí - En blanc";"14";"1,85"
"17148";"No";"24";"3,17"
"17148";"En blanc";"4";",53"
"17148";"Altres";"19";"2,51"
"17150";"Sí - Sí";"941";"89,53"
"17150";"Sí - No";"47";"4,47"
"17150";"Sí - En blanc";"11";"1,05"
"17150";"No";"18";"1,71"
"17150";"En blanc";"10";",95"
"17150";"Altres";"24";"2,28"
"17159";"Sí - Sí";"355";"88,31"
"17159";"Sí - No";"21";"5,22"
"17159";"Sí - En blanc";"5";"1,24"
"17159";"No";"9";"2,24"
"17159";"En blanc";"1";",25"
"17159";"Altres";"11";"2,74"
"17164";"Sí - Sí";"2584";"90,92"
"17164";"Sí - No";"103";"3,62"
"17164";"Sí - En blanc";"23";",81"
"17164";"No";"60";"2,11"
"17164";"En blanc";"12";",42"
"17164";"Altres";"60";"2,11"
"17903";"Sí - Sí";"535";"93,70"
"17903";"Sí - No";"9";"1,58"
"17903";"Sí - En blanc";"4";",70"
"17903";"No";"14";"2,45"
"17903";"En blanc";"1";",18"
"17903";"Altres";"8";"1,40"
"17180";"Sí - Sí";"4462";"91,28"
"17180";"Sí - No";"199";"4,07"
"17180";"Sí - En blanc";"47";",96"
"17180";"No";"79";"1,62"
"17180";"En blanc";"22";",45"
"17180";"Altres";"79";"1,62"
"17193";"Sí - Sí";"1524";"84,86"
"17193";"Sí - No";"113";"6,29"
"17193";"Sí - En blanc";"24";"1,34"
"17193";"No";"56";"3,12"
"17193";"En blanc";"18";"1,00"
"17193";"Altres";"61";"3,40"
"17194";"Sí - Sí";"35";"92,11"
"17194";"Sí - No";"2";"5,26"
"17194";"Sí - En blanc";"0";",00"
"17194";"No";"0";",00"
"17194";"En blanc";"1";"2,63"
"17194";"Altres";"0";",00"
"17202";"Sí - Sí";"1539";"84,28"
"17202";"Sí - No";"94";"5,15"
"17202";"Sí - En blanc";"30";"1,64"
"17202";"No";"82";"4,49"
"17202";"En blanc";"9";",49"
"17202";"Altres";"72";"3,94"
"17213";"Sí - Sí";"2263";"86,24"
"17213";"Sí - No";"133";"5,07"
"17213";"Sí - En blanc";"29";"1,11"
"17213";"No";"99";"3,77"
"17213";"En blanc";"13";",50"
"17213";"Altres";"87";"3,32"
"17233";"Sí - Sí";"1370";"91,15"
"17233";"Sí - No";"56";"3,73"
"17233";"Sí - En blanc";"20";"1,33"
"17233";"No";"20";"1,33"
"17233";"En blanc";"8";",53"
"17233";"Altres";"29";"1,93"
"25064";"Sí - Sí";"86";"91,49"
"25064";"Sí - No";"4";"4,26"
"25064";"Sí - En blanc";"0";",00"
"25064";"No";"1";"1,06"
"25064";"En blanc";"0";",00"
"25064";"Altres";"3";"3,19"
"25075";"Sí - Sí";"92";"88,46"
"25075";"Sí - No";"7";"6,73"
"25075";"Sí - En blanc";"0";",00"
"25075";"No";"2";"1,92"
"25075";"En blanc";"1";",96"
"25075";"Altres";"2";"1,92"
"25163";"Sí - Sí";"130";"92,86"
"25163";"Sí - No";"3";"2,14"
"25163";"Sí - En blanc";"2";"1,43"
"25163";"No";"1";",71"
"25163";"En blanc";"1";",71"
"25163";"Altres";"3";"2,14"
"25111";"Sí - Sí";"75";"94,94"
"25111";"Sí - No";"0";",00"
"25111";"Sí - En blanc";"0";",00"
"25111";"No";"0";",00"
"25111";"En blanc";"0";",00"
"25111";"Altres";"4";"5,06"
"25124";"Sí - Sí";"75";"85,23"
"25124";"Sí - No";"8";"9,09"
"25124";"Sí - En blanc";"0";",00"
"25124";"No";"1";"1,14"
"25124";"En blanc";"1";"1,14"
"25124";"Altres";"3";"3,41"
"25129";"Sí - Sí";"121";"94,53"
"25129";"Sí - No";"3";"2,34"
"25129";"Sí - En blanc";"2";"1,56"
"25129";"No";"0";",00"
"25129";"En blanc";"2";"1,56"
"25129";"Altres";"0";",00"
"25136";"Sí - Sí";"59";"88,06"
"25136";"Sí - No";"2";"2,99"
"25136";"Sí - En blanc";"1";"1,49"
"25136";"No";"3";"4,48"
"25136";"En blanc";"1";"1,49"
"25136";"Altres";"1";"1,49"
"25146";"Sí - Sí";"132";"94,96"
"25146";"Sí - No";"2";"1,44"
"25146";"Sí - En blanc";"0";",00"
"25146";"No";"0";",00"
"25146";"En blanc";"1";",72"
"25146";"Altres";"4";"2,88"
"25148";"Sí - Sí";"109";"89,34"
"25148";"Sí - No";"7";"5,74"
"25148";"Sí - En blanc";"3";"2,46"
"25148";"No";"2";"1,64"
"25148";"En blanc";"0";",00"
"25148";"Altres";"1";",82"
"25151";"Sí - Sí";"367";"88,65"
"25151";"Sí - No";"18";"4,35"
"25151";"Sí - En blanc";"5";"1,21"
"25151";"No";"11";"2,66"
"25151";"En blanc";"5";"1,21"
"25151";"Altres";"8";"1,93"
"25166";"Sí - Sí";"108";"93,10"
"25166";"Sí - No";"3";"2,59"
"25166";"Sí - En blanc";"1";",86"
"25166";"No";"0";",00"
"25166";"En blanc";"2";"1,72"
"25166";"Altres";"2";"1,72"
"25167";"Sí - Sí";"134";"90,54"
"25167";"Sí - No";"11";"7,43"
"25167";"Sí - En blanc";"2";"1,35"
"25167";"No";"0";",00"
"25167";"En blanc";"0";",00"
"25167";"Altres";"1";",68"
"25186";"Sí - Sí";"130";"90,91"
"25186";"Sí - No";"5";"3,50"
"25186";"Sí - En blanc";"2";"1,40"
"25186";"No";"1";",70"
"25186";"En blanc";"4";"2,80"
"25186";"Altres";"1";",70"
"25193";"Sí - Sí";"500";"90,91"
"25193";"Sí - No";"23";"4,18"
"25193";"Sí - En blanc";"7";"1,27"
"25193";"No";"7";"1,27"
"25193";"En blanc";"3";",55"
"25193";"Altres";"10";"1,82"
"25207";"Sí - Sí";"3454";"88,93"
"25207";"Sí - No";"187";"4,81"
"25207";"Sí - En blanc";"35";",90"
"25207";"No";"77";"1,98"
"25207";"En blanc";"35";",90"
"25207";"Altres";"96";"2,47"
"43012";"Sí - Sí";"1266";"81,68"
"43012";"Sí - No";"145";"9,35"
"43012";"Sí - En blanc";"18";"1,16"
"43012";"No";"69";"4,45"
"43012";"En blanc";"11";",71"
"43012";"Altres";"41";"2,65"
"43907";"Sí - Sí";"752";"69,57"
"43907";"Sí - No";"118";"10,92"
"43907";"Sí - En blanc";"11";"1,02"
"43907";"No";"99";"9,16"
"43907";"En blanc";"5";",46"
"43907";"Altres";"96";"8,88"
"43043";"Sí - Sí";"1002";"81,07"
"43043";"Sí - No";"112";"9,06"
"43043";"Sí - En blanc";"12";",97"
"43043";"No";"63";"5,10"
"43043";"En blanc";"9";",73"
"43043";"Altres";"38";"3,07"
"43047";"Sí - Sí";"977";"76,81"
"43047";"Sí - No";"89";"7,00"
"43047";"Sí - En blanc";"23";"1,81"
"43047";"No";"98";"7,70"
"43047";"En blanc";"12";",94"
"43047";"Altres";"73";"5,74"
"43050";"Sí - Sí";"560";"78,87"
"43050";"Sí - No";"65";"9,15"
"43050";"Sí - En blanc";"10";"1,41"
"43050";"No";"40";"5,63"
"43050";"En blanc";"4";",56"
"43050";"Altres";"31";"4,37"
"43095";"Sí - Sí";"927";"82,33"
"43095";"Sí - No";"74";"6,57"
"43095";"Sí - En blanc";"15";"1,33"
"43095";"No";"69";"6,13"
"43095";"En blanc";"7";",62"
"43095";"Altres";"34";"3,02"
"43097";"Sí - Sí";"211";"84,40"
"43097";"Sí - No";"20";"8,00"
"43097";"Sí - En blanc";"9";"3,60"
"43097";"No";"2";",80"
"43097";"En blanc";"5";"2,00"
"43097";"Altres";"3";"1,20"
"43100";"Sí - Sí";"972";"74,60"
"43100";"Sí - No";"163";"12,51"
"43100";"Sí - En blanc";"8";",61"
"43100";"No";"118";"9,06"
"43100";"En blanc";"2";",15"
"43100";"Altres";"40";"3,07"
"43103";"Sí - Sí";"277";"74,86"
"43103";"Sí - No";"46";"12,43"
"43103";"Sí - En blanc";"3";",81"
"43103";"No";"24";"6,49"
"43103";"En blanc";"5";"1,35"
"43103";"Altres";"15";"4,05"
"43109";"Sí - Sí";"473";"69,25"
"43109";"Sí - No";"69";"10,10"
"43109";"Sí - En blanc";"10";"1,46"
"43109";"No";"67";"9,81"
"43109";"En blanc";"10";"1,46"
"43109";"Altres";"54";"7,91"
"43111";"Sí - Sí";"531";"75,21"
"43111";"Sí - No";"53";"7,51"
"43111";"Sí - En blanc";"11";"1,56"
"43111";"No";"48";"6,80"
"43111";"En blanc";"4";",57"
"43111";"Altres";"59";"8,36"
"43122";"Sí - Sí";"39";"79,59"
"43122";"Sí - No";"4";"8,16"
"43122";"Sí - En blanc";"1";"2,04"
"43122";"No";"5";"10,20"
"43122";"En blanc";"0";",00"
"43122";"Altres";"0";",00"
"43126";"Sí - Sí";"553";"85,08"
"43126";"Sí - No";"46";"7,08"
"43126";"Sí - En blanc";"9";"1,38"
"43126";"No";"21";"3,23"
"43126";"En blanc";"2";",31"
"43126";"Altres";"19";"2,92"
"43131";"Sí - Sí";"853";"76,71"
"43131";"Sí - No";"123";"11,06"
"43131";"Sí - En blanc";"11";",99"
"43131";"No";"57";"5,13"
"43131";"En blanc";"6";",54"
"43131";"Altres";"62";"5,58"
"43135";"Sí - Sí";"220";"90,91"
"43135";"Sí - No";"6";"2,48"
"43135";"Sí - En blanc";"3";"1,24"
"43135";"No";"3";"1,24"
"43135";"En blanc";"6";"2,48"
"43135";"Altres";"4";"1,65"
"43905";"Sí - Sí";"2661";"73,65"
"43905";"Sí - No";"399";"11,04"
"43905";"Sí - En blanc";"37";"1,02"
"43905";"No";"316";"8,75"
"43905";"En blanc";"16";",44"
"43905";"Altres";"184";"5,09"
"43144";"Sí - Sí";"544";"84,87"
"43144";"Sí - No";"46";"7,18"
"43144";"Sí - En blanc";"7";"1,09"
"43144";"No";"25";"3,90"
"43144";"En blanc";"5";",78"
"43144";"Altres";"14";"2,18"
"43148";"Sí - Sí";"23536";"77,57"
"43148";"Sí - No";"3258";"10,74"
"43148";"Sí - En blanc";"293";",97"
"43148";"No";"2145";"7,07"
"43148";"En blanc";"151";",50"
"43148";"Altres";"958";"3,16"
"43153";"Sí - Sí";"3203";"81,46"
"43153";"Sí - No";"325";"8,27"
"43153";"Sí - En blanc";"35";",89"
"43153";"No";"236";"6,00"
"43153";"En blanc";"13";",33"
"43153";"Altres";"120";"3,05"
"43164";"Sí - Sí";"77";"78,57"
"43164";"Sí - No";"9";"9,18"
"43164";"Sí - En blanc";"4";"4,08"
"43164";"No";"7";"7,14"
"43164";"En blanc";"0";",00"
"43164";"Altres";"1";"1,02"
"43166";"Sí - Sí";"572";"80,91"
"43166";"Sí - No";"57";"8,06"
"43166";"Sí - En blanc";"13";"1,84"
"43166";"No";"43";"6,08"
"43166";"En blanc";"7";",99"
"43166";"Altres";"15";"2,12"
"43171";"Sí - Sí";"2266";"69,21"
"43171";"Sí - No";"408";"12,46"
"43171";"Sí - En blanc";"28";",86"
"43171";"No";"416";"12,71"
"43171";"En blanc";"14";",43"
"43171";"Altres";"142";"4,34"
"43018";"Sí - Sí";"248";"84,93"
"43018";"Sí - No";"18";"6,16"
"43018";"Sí - En blanc";"6";"2,05"
"43018";"No";"12";"4,11"
"43018";"En blanc";"2";",68"
"43018";"Altres";"6";"2,05"
"43022";"Sí - Sí";"615";"85,06"
"43022";"Sí - No";"49";"6,78"
"43022";"Sí - En blanc";"10";"1,38"
"43022";"No";"34";"4,70"
"43022";"En blanc";"3";",41"
"43022";"Altres";"12";"1,66"
"43032";"Sí - Sí";"279";"84,04"
"43032";"Sí - No";"17";"5,12"
"43032";"Sí - En blanc";"4";"1,20"
"43032";"No";"15";"4,52"
"43032";"En blanc";"8";"2,41"
"43032";"Altres";"9";"2,71"
"43041";"Sí - Sí";"74";"69,81"
"43041";"Sí - No";"15";"14,15"
"43041";"Sí - En blanc";"4";"3,77"
"43041";"No";"5";"4,72"
"43041";"En blanc";"1";",94"
"43041";"Altres";"7";"6,60"
"43048";"Sí - Sí";"388";"83,80"
"43048";"Sí - No";"26";"5,62"
"43048";"Sí - En blanc";"13";"2,81"
"43048";"No";"19";"4,10"
"43048";"En blanc";"4";",86"
"43048";"Altres";"13";"2,81"
"43056";"Sí - Sí";"484";"86,89"
"43056";"Sí - No";"24";"4,31"
"43056";"Sí - En blanc";"6";"1,08"
"43056";"No";"9";"1,62"
"43056";"En blanc";"10";"1,80"
"43056";"Altres";"24";"4,31"
"43064";"Sí - Sí";"1002";"86,30"
"43064";"Sí - No";"55";"4,74"
"43064";"Sí - En blanc";"25";"2,15"
"43064";"No";"38";"3,27"
"43064";"En blanc";"7";",60"
"43064";"Altres";"34";"2,93"
"43071";"Sí - Sí";"395";"90,39"
"43071";"Sí - No";"14";"3,20"
"43071";"Sí - En blanc";"3";",69"
"43071";"No";"13";"2,97"
"43071";"En blanc";"1";",23"
"43071";"Altres";"11";"2,52"
"43106";"Sí - Sí";"438";"82,49"
"43106";"Sí - No";"39";"7,34"
"43106";"Sí - En blanc";"10";"1,88"
"43106";"No";"22";"4,14"
"43106";"En blanc";"2";",38"
"43106";"Altres";"20";"3,77"
"43110";"Sí - Sí";"138";"83,64"
